MSSubClass,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtUnfSF,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,WoodDeckSF,YrSold,SalePrice
20,9750,NAmes,6,8,1969,1969,14,1054,GasA,1054,0,1054,1,6,2,460,180,2008,151000.00
60,24682,Gilbert,6,5,1999,1999,841,841,GasA,892,783,1675,2,7,2,502,0,2009,181000.00
20,9600,NAmes,5,6,1956,1956,546,1050,GasA,1050,0,1050,1,5,1,338,0,2009,128900.00
50,11250,ClearCr,4,5,1957,1989,1104,1104,GasA,1104,684,1788,1,8,1,304,120,2009,161500.00
70,13515,BrkSide,6,6,1919,1950,764,764,GasA,1060,764,1824,1,8,2,520,0,2007,180500.00
120,4060,NAmes,6,5,1998,1999,1139,1405,GasA,1337,0,1337,2,5,2,511,144,2008,181000.00
160,3735,Somerst,7,5,1999,1999,241,691,GasA,713,739,1452,2,6,2,506,0,2006,183900.00
190,10120,OldTown,7,4,1910,1950,925,925,GasA,964,925,1889,1,9,1,308,0,2007,122000.00
20,13214,Timber,9,5,2008,2009,2002,2002,GasA,2018,0,2018,2,10,3,746,144,2010,378500.00
50,14100,Crawfor,8,9,1935,1997,536,728,GasA,1968,1479,3447,3,11,3,1014,314,2008,381000.00
50,11344,NAmes,5,5,1958,1958,414,874,GasW,874,650,1524,1,7,1,315,0,2007,144000.00
40,23595,ClearCr,7,6,1979,1979,74,1332,GasA,1332,192,1524,0,4,2,586,268,2010,260000.00
20,9156,NWAmes,6,7,1968,1968,1489,1489,GasA,1489,0,1489,2,7,2,462,0,2009,185750.00
20,13526,Sawyer,5,6,1965,1965,0,935,GasA,935,0,935,1,5,1,288,180,2006,137000.00
80,11512,Edwards,6,7,1959,2006,300,1019,GasA,1357,0,1357,1,5,1,312,0,2008,177000.00
50,5362,Crawfor,5,6,1910,2003,661,661,GasA,661,589,1250,2,8,2,552,242,2007,139000.00
90,11345,NAmes,5,5,1948,1950,708,928,GasA,928,992,1920,2,10,2,400,0,2007,137000.00
60,12936,NWAmes,6,6,1972,1972,130,723,GasA,735,660,1395,1,6,2,497,294,2009,162000.00
80,17871,NWAmes,6,5,1967,1976,1152,1680,GasA,1724,0,1724,1,7,2,480,0,2009,197900.00
60,9473,CollgCr,8,5,2002,2002,324,1128,GasA,1128,903,2031,2,7,2,577,0,2008,237000.00
50,7500,IDOTRR,4,4,1920,1950,698,698,GasA,698,430,1128,1,6,2,528,30,2010,68400.00
20,9808,CollgCr,7,5,2002,2002,785,1573,GasA,1573,0,1573,2,6,2,544,0,2009,227000.00
20,8049,Timber,7,5,1990,1990,256,1309,GasA,1339,0,1339,2,6,2,484,0,2006,180000.00
20,8800,CollgCr,5,7,1977,2008,364,1040,GasA,1040,0,1040,2,5,2,484,0,2009,150500.00
90,9400,Mitchel,6,5,1971,1971,912,912,GasA,912,912,1824,2,8,0,0,128,2010,139000.00
50,9638,SWISU,6,7,1919,1990,804,804,GasA,1699,748,2447,2,10,1,336,272,2010,169000.00
50,6000,BrkSide,6,6,1939,1950,780,780,GasA,825,587,1412,1,6,1,280,45,2009,132500.00
20,9790,NWAmes,6,5,1963,1963,678,1328,GasA,1328,0,1328,1,6,2,528,0,2010,143000.00
20,36500,ClearCr,5,5,1964,1964,812,1624,GasA,1582,0,1582,2,7,2,390,168,2006,190000.00
120,5664,StoneBr,8,5,2000,2000,343,1501,GasA,1659,0,1659,2,5,2,499,212,2009,278000.00
60,11065,NridgHt,8,5,2006,2006,1085,1085,GasA,1120,850,1970,2,8,3,753,177,2006,281000.00
80,14112,NAmes,5,7,1964,1964,138,1152,GasA,1152,0,1152,1,6,2,484,227,2010,180500.00
160,1680,BrDale,5,7,1972,1972,399,630,GasA,630,672,1302,2,6,1,264,185,2009,119500.00
70,6600,OldTown,5,4,1892,1965,994,994,GasA,1378,994,2372,2,11,1,432,0,2009,107500.00
60,10140,NWAmes,7,5,1976,1976,638,832,GasA,832,832,1664,2,8,2,528,0,2006,162900.00
20,8172,Edwards,5,7,1955,1990,697,864,GasA,864,0,864,1,5,2,572,0,2006,115000.00
20,8400,NAmes,5,5,1968,1968,36,1052,GasA,1052,0,1052,1,5,1,288,356,2006,138500.00
20,8700,NAmes,5,6,1963,1963,344,1120,GasA,1128,0,1128,2,6,2,525,192,2008,155000.00
180,3675,Edwards,6,5,2005,2006,0,547,GasA,1072,0,1072,2,5,2,525,0,2006,140000.00
60,63887,Edwards,10,5,2008,2008,466,6110,GasA,4692,950,5642,2,12,2,1418,214,2008,160000.00
20,7500,NAmes,5,7,1959,1994,0,1246,GasA,1246,0,1246,1,6,1,305,218,2010,154000.00
60,10762,Gilbert,7,5,1999,1999,284,978,GasA,1005,978,1983,2,9,2,490,0,2009,225000.00
70,7500,Crawfor,6,7,1942,1950,224,771,GasA,753,741,1494,1,7,1,213,0,2009,177500.00
60,10120,NoRidge,8,5,1994,1994,425,1165,GasA,1203,1323,2526,2,8,3,844,309,2006,290000.00
20,8688,Somerst,7,5,2005,2005,1616,1616,GasA,1616,0,1616,2,7,3,834,208,2006,232000.00
160,3363,Edwards,7,5,2004,2004,976,976,GasA,976,732,1708,2,7,2,380,0,2006,130000.00
20,13173,NridgHt,9,5,2006,2007,80,1652,GasA,1652,0,1652,2,6,2,840,404,2009,325000.00
120,6955,NridgHt,7,5,2005,2006,1368,1368,GasA,1368,0,1368,2,6,2,474,132,2006,202500.00
20,8072,CollgCr,5,5,1994,1995,244,990,GasA,990,0,990,1,5,2,480,0,2009,138000.00
20,12000,OldTown,5,7,1948,2005,172,924,GasA,1122,0,1122,1,6,2,528,0,2008,147000.00
20,7153,SawyerW,6,5,1991,1991,78,1278,GasA,1294,0,1294,2,6,2,496,112,2008,179200.00
20,17500,Crawfor,7,8,1959,2002,496,1902,GasA,1902,0,1902,2,7,2,567,0,2010,335000.00
20,8814,CollgCr,7,5,2005,2007,349,1274,GasA,1274,0,1274,2,6,2,508,264,2007,203000.00
60,9572,NoRidge,8,5,1990,1990,971,1453,GasA,1453,1357,2810,2,9,2,750,500,2007,302000.00
60,14774,NoRidge,9,5,1999,1999,1393,1393,GasA,1422,1177,2599,2,10,3,779,668,2010,333168.00
20,8190,Edwards,4,6,1954,1954,216,948,GasA,948,0,948,1,5,1,280,0,2007,119000.00
60,11075,NAmes,6,5,1969,1969,176,952,GasA,1092,1020,2112,2,9,2,576,280,2008,206900.00
20,10226,CollgCr,8,5,2008,2008,1622,1622,GasA,1630,0,1630,2,8,3,860,172,2009,295493.00
120,4230,Somerst,7,5,2006,2007,1352,1352,GasA,1352,0,1352,2,5,2,466,0,2007,208900.00
20,14781,CollgCr,8,5,2001,2002,1753,1753,GasA,1787,0,1787,2,7,3,748,198,2006,275000.00
20,10215,Edwards,4,5,1954,1954,372,864,GasA,948,0,948,1,5,1,248,0,2007,111000.00
20,8400,NAmes,6,3,1957,1957,628,1478,GasA,1478,0,1478,1,6,2,442,114,2009,156500.00
20,6627,BrkSide,3,6,1949,1950,0,0,Floor,720,0,720,1,4,1,287,0,2008,72500.00
60,10186,NoRidge,7,5,1992,1992,76,750,GasA,1061,862,1923,2,8,2,564,240,2010,190000.00
30,5330,BrkSide,4,7,1940,1950,140,420,GasA,708,0,708,1,5,0,0,164,2009,82500.00
20,9986,Somerst,8,5,2006,2007,1795,1795,GasA,1795,0,1795,2,7,3,895,0,2007,147000.00
30,3636,IDOTRR,4,4,1922,1950,796,796,GasA,796,0,796,1,5,0,0,0,2008,55000.00
30,4270,Edwards,3,6,1931,2006,0,544,GasA,774,0,774,1,6,0,0,0,2007,79000.00
20,6600,Mitchel,5,9,1982,2008,175,816,GasA,816,0,816,1,5,1,264,0,2008,130500.00
50,10440,OldTown,6,7,1920,1950,1017,1510,GasW,1584,1208,2792,2,8,2,520,0,2008,256000.00
60,9084,Gilbert,7,5,1998,1998,935,935,GasA,955,677,1632,2,8,2,462,0,2006,176500.00
20,10000,Somerst,8,5,2006,2006,1588,1588,GasA,1588,0,1588,2,7,3,825,144,2007,227000.00
80,10780,CollgCr,5,5,1976,1976,428,911,GasA,954,0,954,1,6,2,576,0,2006,132500.00
20,8877,Edwards,4,6,1938,1958,126,816,GasA,816,0,816,1,3,1,288,0,2009,100000.00
50,7200,IDOTRR,5,6,1938,1995,803,803,GasA,803,557,1360,1,6,1,297,0,2006,125500.00
160,2368,BrDale,5,6,1970,1970,0,765,GasA,765,600,1365,1,7,2,440,0,2009,125000.00
20,9650,NWAmes,6,5,1977,1977,664,1350,GasA,1334,0,1334,2,6,2,630,0,2009,167900.00
90,9246,NWAmes,5,5,1973,1973,1656,1656,GasA,1656,0,1656,2,8,2,506,0,2008,135000.00
30,4118,OldTown,4,4,1941,1950,693,693,Grav,693,0,693,1,4,0,0,0,2006,52500.00
60,13450,CollgCr,7,5,2002,2002,216,916,GasA,920,941,1861,2,8,2,492,146,2006,200000.00
20,9560,CollgCr,5,7,1972,1972,504,864,GasA,864,0,864,1,5,1,288,0,2006,128500.00
20,8294,NAmes,4,5,1971,1971,858,858,GasA,872,0,872,1,5,4,480,0,2007,123000.00
20,13695,SawyerW,6,5,2003,2004,300,1114,GasA,1114,0,1114,1,6,2,576,0,2008,155000.00
60,9375,CollgCr,8,5,2002,2002,1284,1284,GasA,1284,885,2169,2,7,2,647,192,2007,228500.00
50,7558,Crawfor,6,6,1928,1950,896,896,GasA,1172,741,1913,1,9,2,342,0,2009,177000.00
60,11103,CollgCr,7,5,2006,2006,728,728,GasA,728,728,1456,2,8,2,440,0,2007,155835.00
30,6000,OldTown,4,4,1920,1950,710,960,GasA,960,0,960,1,5,1,308,0,2007,108500.00
20,20781,NWAmes,7,7,1968,2003,1203,1568,GasA,2156,0,2156,2,9,2,508,0,2006,262500.00
20,15306,Timber,8,5,2006,2007,1652,1732,GasA,1776,0,1776,2,7,3,712,0,2007,283463.00
20,16196,SawyerW,7,5,1998,1998,39,1482,GasA,1494,0,1494,2,5,2,514,402,2007,215000.00
70,5250,OldTown,8,5,1872,1987,425,684,OthW,938,1215,2358,2,8,0,0,0,2008,122000.00
90,11643,NAmes,5,5,1969,1969,748,1248,GasA,1338,1296,2634,2,12,4,968,0,2009,200000.00
60,9247,NAmes,6,6,1962,1962,539,858,GasA,858,858,1716,1,8,2,490,0,2008,171000.00
50,6000,BrkSide,6,9,1937,2000,698,698,GasA,786,390,1176,1,4,2,624,210,2009,134900.00
50,14720,NoRidge,8,5,1995,1996,1217,2033,GasA,2053,1185,3238,2,9,3,666,283,2010,410000.00
60,10316,CollgCr,7,5,2000,2000,257,992,GasA,992,873,1865,2,7,3,839,0,2008,235000.00
80,10192,NWAmes,7,6,1968,1992,570,570,GasA,1222,698,1920,3,8,2,487,0,2006,170000.00
20,9477,NAmes,5,5,1966,1966,524,864,GasA,892,0,892,1,5,1,264,0,2008,110000.00
20,12537,NAmes,5,6,1971,2008,344,1078,GasA,1078,0,1078,1,6,2,500,0,2010,149900.00
160,2117,Somerst,6,5,2000,2000,378,756,GasA,769,804,1573,2,5,2,440,0,2010,177500.00
20,16737,NridgHt,9,5,2004,2005,533,1980,GasA,1980,0,1980,2,8,3,770,194,2006,315000.00
70,9842,SWISU,5,6,1921,1998,612,612,GasA,990,1611,2601,3,8,2,621,183,2008,189000.00
20,16158,StoneBr,7,5,2005,2005,256,1530,GasA,1530,0,1530,2,7,2,430,168,2009,260000.00
50,12513,NAmes,4,4,1920,2007,715,715,GasA,1281,457,1738,2,7,1,368,55,2009,104900.00
60,8499,Gilbert,6,5,2006,2007,616,616,GasA,616,796,1412,2,6,2,432,0,2007,156932.00
160,3180,Somerst,7,5,2005,2005,600,600,GasA,520,600,1200,2,4,2,480,0,2006,144152.00
60,7500,Somerst,7,5,2000,2000,281,814,GasA,814,860,1674,2,7,2,663,0,2010,216000.00
60,9179,CollgCr,7,5,1999,1999,240,873,GasA,882,908,1790,2,7,2,588,0,2008,193000.00
160,2665,MeadowV,5,6,1977,1977,36,757,GasA,925,550,1475,2,6,1,336,104,2006,127000.00
120,4435,CollgCr,6,5,2003,2004,163,848,GasA,848,0,848,1,4,2,420,140,2009,144000.00
20,10635,CollgCr,8,5,2003,2003,315,1657,GasA,1668,0,1668,2,8,2,502,0,2010,232000.00
50,5400,OldTown,4,6,1920,1950,420,840,GasA,840,534,1374,1,6,1,338,0,2009,105000.00
80,9600,NAmes,6,6,1955,1996,161,992,GasA,1661,0,1661,1,8,1,377,0,2008,165500.00
60,9750,CollgCr,7,6,1998,1998,133,1108,GasA,1108,989,2097,2,8,2,583,253,2006,274300.00
20,11400,NoRidge,10,5,2001,2002,1351,2633,GasA,2633,0,2633,2,8,3,804,314,2007,466500.00
60,10625,Somerst,7,5,2005,2005,1026,1026,GasA,1026,932,1958,2,9,3,936,154,2008,250000.00
20,10991,Timber,8,5,2007,2007,1571,1571,GasA,1571,0,1571,2,7,3,722,100,2007,239000.00
30,6292,SWISU,6,5,1930,1950,384,768,GasA,790,0,790,1,4,1,160,0,2008,91000.00
50,10998,Edwards,5,5,1941,1960,156,984,GasA,984,620,1604,2,6,2,660,0,2009,117000.00
160,1953,BrDale,6,5,1973,1973,174,483,GasA,483,504,987,1,5,1,264,72,2006,83000.00
80,9735,Timber,5,5,2006,2007,384,384,GasA,754,640,1394,2,7,2,400,100,2008,167500.00
30,8212,Edwards,3,3,1914,1950,661,864,GasA,864,0,864,1,5,1,200,0,2010,58500.00
20,12925,NAmes,6,7,1970,1970,340,1205,GasA,2117,0,2117,2,7,2,550,0,2008,237500.00
70,7200,OldTown,7,7,1920,1950,596,596,GasA,998,764,1762,1,8,2,576,36,2006,157000.00
30,25339,Sawyer,5,7,1918,2007,816,816,GasA,1416,0,1416,2,7,2,576,0,2007,112000.00
50,9060,Edwards,6,5,1939,1950,356,560,GasA,698,560,1258,1,6,1,280,0,2009,105000.00
50,5436,IDOTRR,4,8,1922,2007,61,796,GasA,796,358,1154,1,7,1,240,0,2010,125500.00
60,16692,NWAmes,7,5,1978,1978,133,1392,GasA,1392,1392,2784,3,12,2,564,0,2006,250000.00
50,8520,OldTown,6,7,1916,1950,0,714,GasW,1664,862,2526,2,10,1,216,88,2007,136000.00
20,14892,Gilbert,9,5,2006,2007,426,1746,GasA,1746,0,1746,2,7,3,758,201,2009,377500.00
50,6000,BrkSide,6,6,1941,1950,360,735,GasA,869,349,1218,1,6,2,440,0,2007,131000.00
20,9100,CollgCr,7,5,2000,2000,125,1525,GasA,1525,0,1525,2,6,2,541,219,2006,235000.00
90,8944,NAmes,5,5,1967,1967,1584,1584,GasA,1584,0,1584,2,8,3,792,0,2009,124000.00
85,7838,NAmes,5,5,1967,1967,95,864,GasA,900,0,900,1,6,1,288,175,2006,123000.00
190,10800,OldTown,6,7,1905,2000,482,482,GasA,1221,691,1912,2,7,2,672,0,2008,163000.00
120,4045,Blmngtn,7,5,2006,2006,286,1356,GasA,1500,0,1500,2,6,3,648,161,2006,246578.00
60,12665,Timber,8,5,2005,2006,1094,1094,GasA,1133,1349,2482,2,9,3,642,144,2007,281213.00
20,57200,Timber,5,5,1948,1950,60,747,GasA,1687,0,1687,1,7,2,572,0,2010,160000.00
70,6120,BrkSide,5,8,1920,2004,939,939,GasA,939,574,1513,1,8,1,180,24,2007,137500.00
50,7200,NAmes,5,4,1950,1982,676,1208,GasA,1136,768,1904,1,7,1,240,0,2009,138000.00
50,6171,SWISU,6,6,1925,1990,712,976,GasA,1160,448,1608,2,7,1,216,147,2009,137450.00
50,6000,BrkSide,6,7,1929,1950,862,862,GasA,950,208,1158,1,5,1,208,0,2008,120000.00
60,7415,Gilbert,6,5,2004,2004,80,839,GasA,864,729,1593,2,8,2,398,100,2008,193000.00
20,6762,CollgCr,7,5,2006,2006,1286,1286,GasA,1294,0,1294,2,6,2,662,168,2006,193879.00
20,15256,Somerst,8,5,2007,2007,556,1485,GasA,1464,0,1464,2,6,3,754,168,2007,282922.00
50,10410,OldTown,3,4,1915,1950,672,672,GasA,694,520,1214,1,6,3,936,216,2006,105000.00
120,3842,Crawfor,8,5,2004,2005,221,1594,GasA,1646,0,1646,2,5,2,482,128,2008,275000.00
85,8445,CollgCr,5,7,1972,2007,112,768,GasA,768,0,768,1,5,2,396,58,2009,133000.00
20,8780,Mitchel,5,5,1985,1985,208,833,GasA,833,0,833,1,5,0,0,0,2009,112000.00
70,7740,OldTown,4,7,1910,1950,622,622,GasA,741,622,1363,1,6,2,528,0,2010,125500.00
60,20544,NWAmes,7,6,1986,1991,791,791,GasA,1236,857,2093,2,7,2,542,364,2008,215000.00
60,12420,CollgCr,7,5,2001,2001,278,944,GasA,944,896,1840,2,6,2,622,0,2009,230000.00
50,9600,NAmes,6,8,1950,2005,736,856,GasA,1112,556,1668,1,6,1,271,0,2009,140000.00
90,7200,NAmes,4,5,1949,1950,0,0,Wall,1040,0,1040,2,6,2,420,0,2009,90000.00
20,10994,SawyerW,8,5,2005,2006,868,1844,GasA,1844,0,1844,2,7,2,620,165,2009,257000.00
50,13053,BrkSide,6,7,1923,2000,833,833,GasA,1053,795,1848,1,8,2,370,0,2008,207000.00
120,3635,Blmngtn,7,5,2007,2007,398,1386,GasA,1569,0,1569,2,7,3,660,143,2009,175900.00
190,11340,OldTown,4,6,1885,1950,777,777,GasA,1246,1044,2290,2,11,2,560,0,2010,122500.00
60,16545,NoRidge,8,5,1998,1998,503,1284,GasA,1310,1140,2450,2,7,3,1069,0,2009,340000.00
20,9204,NAmes,5,5,1963,1963,247,1144,GasA,1144,0,1144,1,6,1,336,0,2008,124000.00
20,16381,Crawfor,6,5,1969,1969,734,1844,GasA,1844,0,1844,2,7,2,540,0,2006,223000.00
60,11700,NWAmes,6,6,1968,1968,304,708,GasA,708,708,1416,2,7,2,776,0,2006,179900.00
120,4043,NPkVill,6,5,1977,1977,709,1069,GasA,1069,0,1069,2,4,2,440,0,2010,127500.00
120,4435,CollgCr,6,5,2003,2003,162,848,GasA,848,0,848,1,3,2,420,140,2008,136500.00
80,19690,Edwards,6,7,1966,1966,697,697,GasA,1575,626,2201,2,8,2,432,586,2006,274970.00
20,9503,NAmes,5,5,1958,1983,193,1024,GasA,1344,0,1344,1,6,1,484,316,2007,144000.00
20,10721,NAmes,6,6,1959,1959,1252,1252,GasA,1252,0,1252,1,7,2,528,0,2008,142000.00
60,10944,NoRidge,7,5,1994,1994,223,1223,GasA,1223,904,2127,2,5,2,525,171,2008,271000.00
50,10930,NAmes,5,6,1945,1950,333,913,GasA,1048,510,1558,1,6,1,288,0,2008,140000.00
30,7200,OldTown,5,7,1940,1992,278,788,GasA,804,0,804,1,4,1,240,0,2010,119000.00
20,12546,NWAmes,6,7,1981,1981,762,1440,GasA,1440,0,1440,2,7,2,467,0,2007,182900.00
60,21930,Gilbert,5,5,2005,2005,732,732,GasA,734,1104,1838,2,7,2,372,100,2006,192140.00
120,4928,NPkVill,6,6,1976,1976,0,958,GasA,958,0,958,2,5,2,440,0,2009,143750.00
30,10800,OldTown,4,6,1927,2007,656,656,GasA,968,0,968,2,5,1,216,0,2007,64500.00
60,10261,Gilbert,6,5,2000,2000,936,936,GasA,962,830,1792,2,8,2,451,0,2008,186500.00
20,17400,Mitchel,5,5,1977,1977,190,1126,GasA,1126,0,1126,2,5,2,484,295,2006,160000.00
20,8400,NAmes,6,9,1962,2005,1319,1319,GasA,1537,0,1537,1,7,2,462,0,2008,174000.00
20,9000,NAmes,4,6,1971,1971,248,864,GasA,864,0,864,1,5,2,528,0,2007,120500.00
20,12444,NridgHt,8,5,2008,2008,596,1932,GasA,1932,0,1932,2,7,3,774,0,2008,394617.00
20,7407,OldTown,6,7,1957,1996,312,912,GasA,1236,0,1236,1,6,2,923,0,2010,149700.00
60,11584,NWAmes,7,6,1979,1979,114,539,GasA,1040,685,1725,2,6,2,550,0,2007,197000.00
70,11526,Crawfor,6,7,1922,1994,588,588,GasA,1423,748,2555,2,11,2,672,431,2008,191000.00
120,4426,CollgCr,6,5,2004,2004,151,848,GasA,848,0,848,1,3,2,420,149,2008,149300.00
60,11003,Somerst,10,5,2008,2008,252,1017,GasA,1026,981,2007,2,10,3,812,168,2009,310000.00
30,8854,BrkSide,6,6,1916,1950,952,952,Grav,952,0,952,1,4,1,192,0,2009,121000.00
20,8500,CollgCr,7,5,2004,2004,1422,1422,GasA,1422,0,1422,2,7,2,626,192,2007,179600.00
85,8400,Sawyer,6,5,1966,1966,0,814,GasA,913,0,913,1,6,1,240,0,2007,129000.00
20,26142,Mitchel,5,7,1962,1962,595,1188,GasA,1188,0,1188,1,6,1,312,261,2010,157900.00
60,10000,CollgCr,8,5,1995,1996,141,1220,GasA,1220,870,2090,2,8,2,556,0,2007,240000.00
50,11767,Edwards,4,7,1910,2000,560,560,GasA,796,550,1346,1,6,1,384,168,2007,112000.00
180,1533,MeadowV,5,7,1970,1970,77,630,GasA,630,0,630,1,3,0,0,0,2006,92000.00
90,9000,NAmes,5,5,1974,1974,896,896,GasA,896,896,1792,2,8,0,0,32,2009,136000.00
20,9262,Somerst,8,5,2008,2009,1573,1573,GasA,1578,0,1578,2,7,3,840,0,2009,287090.00
180,3675,Edwards,5,5,2005,2005,0,547,GasA,1072,0,1072,1,5,2,525,0,2006,145000.00
20,17217,Mitchel,5,5,2006,2006,1140,1140,GasA,1140,0,1140,1,6,0,0,36,2006,84500.00
20,7500,Somerst,7,5,2004,2005,811,1221,GasA,1221,0,1221,2,6,2,400,0,2009,185000.00
60,7917,Gilbert,6,5,1999,2000,953,953,GasA,953,694,1647,2,7,2,460,0,2007,175000.00
20,13175,NWAmes,6,6,1978,1988,589,1542,GasA,2073,0,2073,2,7,2,500,349,2010,210000.00
70,9042,Crawfor,7,9,1941,2006,877,1152,GasA,1188,1152,2340,2,9,1,252,0,2010,266500.00
20,9717,NAmes,5,6,1950,1996,0,1078,GasA,1078,0,1078,1,5,1,240,366,2010,142125.00
20,9937,Edwards,5,6,1965,1965,136,1256,GasA,1256,0,1256,1,6,1,276,736,2008,147500.00
